Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
11.07.2022 02:00:57;18,0;18,2;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:04:29;18,0;18,3;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:08:01;18,0;18,2;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:11:32;18,0;18,2;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:15:04;17,9;18,2;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:18:36;17,9;18,1;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:22:08;17,9;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:25:41;17,8;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:29:12;17,8;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:32:45;17,8;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:36:17;17,7;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:39:49;17,7;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:43:21;17,7;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:46:53;17,7;18,0;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:50:25;17,6;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:53:57;17,6;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 02:57:30;17,6;17,8;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:01:02;17,5;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:04:33;17,5;17,9;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:08:05;17,5;17,8;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:11:39;17,5;17,8;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:15:10;17,5;17,7;77;;;;;;;;;;;;;;;;;;;;;;;;
11.07.2022 03:18:41;17,5;17,7;77;;;;;;;;;;;;;;;;;;;;;;;;
