Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
18.07.2022 02:00:21;15,4;17,4;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:03:53;15,3;17,1;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:07:24;15,2;17,1;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:10:56;15,2;17,5;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:14:28;15,1;17,2;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:17:59;15,0;16,9;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:21:31;15,0;16,9;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:25:03;14,9;16,7;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:28:36;14,9;16,8;63;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:32:07;14,8;16,6;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:35:39;14,7;16,4;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:39:12;14,7;16,4;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:42:44;14,6;16,3;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:46:17;14,6;16,3;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:49:50;14,6;16,4;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:53:21;14,5;16,9;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 02:56:53;14,5;16,7;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:00:25;14,5;16,7;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:03:58;14,4;16,4;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:07:30;14,4;16,1;64;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:11:02;14,4;16,0;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:14:33;14,3;16,1;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:18:06;14,3;16,0;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:21:38;14,3;16,1;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:25:09;14,3;15,9;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:28:42;14,2;15,9;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:32:14;14,2;15,9;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:35:46;14,1;16,0;65;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:39:17;14,1;15,7;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:42:49;14,1;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:46:21;14,0;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:49:52;14,0;15,7;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:53:23;14,0;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 03:56:56;13,9;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:00:29;13,9;15,4;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:04:01;13,9;15,5;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:07:33;13,8;15,7;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:11:05;13,8;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:14:38;13,7;15,8;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:18:10;13,7;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:21:41;13,7;15,6;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:25:12;13,7;15,8;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:28:44;13,7;16,0;66;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:32:16;13,7;15,7;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:35:48;13,7;15,9;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:39:19;13,7;15,9;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:42:51;13,7;15,9;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:46:22;13,7;15,6;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:49:53;13,6;15,5;67;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2022 04:53:26;13,6;15,4;67;;;;;;;;;;;;;;;;;;;;;;;;
