Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
31.10.2022 01:00:59;11,7;12,2;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:04:31;11,7;12,0;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:08:03;11,7;11,9;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:11:36;11,6;12,1;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:15:08;11,5;12,1;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:18:40;11,5;12,0;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:22:12;11,5;12,0;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:25:43;11,4;11,8;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:29:15;11,4;11,8;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:32:48;11,4;11,8;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:36:19;11,3;11,8;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:39:51;11,3;11,9;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:43:23;11,3;11,9;82;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:46:54;11,4;11,7;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:50:27;11,3;11,9;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:53:57;11,3;11,8;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 01:57:29;11,4;11,7;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 02:01:01;11,4;11,9;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 02:04:32;11,4;12,2;83;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2022 02:08:04;11,5;12,1;83;;;;;;;;;;;;;;;;;;;;;;;;
