Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
26.09.2022 02:00:21;10,0;10,1;77;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:03:53;10,0;10,1;77;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:07:24;10,1;10,2;77;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:10:56;10,1;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:14:28;10,1;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:18:00;10,2;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:21:32;10,2;10,3;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:25:04;10,2;10,3;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:28:37;10,2;10,3;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:32:09;10,2;10,3;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:35:39;10,3;10,3;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:39:11;10,3;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:42:44;10,3;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:46:15;10,2;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:49:47;10,2;10,1;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:53:19;10,2;10,1;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:56:50;10,2;10,0;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:00:23;10,2;10,0;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:03:54;10,2;10,0;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:07:27;10,2;10,1;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:10:59;10,2;10,1;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:14:30;10,2;10,2;78;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:18:03;10,2;10,2;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:21:35;10,2;10,2;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:25:07;10,2;10,2;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:28:39;10,2;10,3;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:32:11;10,2;10,3;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:35:43;10,3;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:39:16;10,3;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:42:47;10,3;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:46:20;10,4;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:49:51;10,4;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:53:23;10,4;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:56:55;10,5;10,6;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:00:27;10,5;10,6;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:03:59;10,5;10,6;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:07:31;10,5;10,6;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:11:03;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:14:36;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:18:07;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:21:39;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:25:12;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:28:43;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:32:16;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:35:49;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:39:19;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:42:51;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:46:24;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:49:56;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:53:28;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:56:59;10,5;10,5;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:00:32;10,5;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:04:04;10,5;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:07:36;10,5;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:11:09;10,5;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:14:40;10,5;10,4;79;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:18:12;10,5;10,4;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:21:44;10,5;10,4;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:25:15;10,5;10,5;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:28:48;10,5;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:32:20;10,5;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:35:52;10,5;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:39:24;10,6;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:42:56;10,6;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:46:29;10,6;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:50:00;10,6;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:53:31;10,6;10,6;80;;;;;;;;;;;;;;;;;;;;;;;;
