Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
03.10.2022 02:02:16;7,8;7,9;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:05:48;7,7;7,9;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:09:20;7,7;7,9;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:12:53;7,6;7,9;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:16:26;7,6;7,9;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:19:57;7,6;7,8;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:23:29;7,6;7,8;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:27:01;7,6;7,6;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:30:32;7,5;7,6;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:34:04;7,5;7,8;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:37:36;7,4;7,7;90;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2022 02:41:08;7,4;7,7;90;;;;;;;;;;;;;;;;;;;;;;;;
