Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
17.10.2022 02:03:02;13,2;14,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:06:33;13,2;13,9;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:10:05;13,3;14,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:13:37;13,3;14,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:17:09;13,3;13,7;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:20:41;13,3;13,6;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:24:13;13,2;13,5;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:27:45;13,2;13,3;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:31:16;13,1;13,5;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:34:48;13,1;13,3;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:38:21;13,0;13,2;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:41:52;12,9;13,2;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:45:24;12,9;13,2;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:48:56;12,9;13,2;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:52:28;12,9;13,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:56:01;12,8;13,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 02:59:32;12,8;14,1;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:03:03;13,1;13,6;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:06:36;13,1;13,4;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:10:07;13,2;14,2;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:13:38;13,3;14,3;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:17:11;13,4;14,0;99;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2022 03:20:43;13,5;14,2;99;;;;;;;;;;;;;;;;;;;;;;;;
