Messzeitpunkt;Temperatur 1;Temperatur 2;Feuchte;Max Temp 1 Alarm Einstellung;Max Temp 1 Alarm Aktiv;Max Temp 1 Alarm Begin Event;Max Temp 1 Alarm Ende Event;Min Temp 1 Alarm Einstellung;Min Temp 1 Alarm Aktiv;Min Temp 1 Alarm Begin Event;Min Temp 1 Alarm Ende Event;Max Temp 2 Alarm Einstellung;Max Temp 2 Alarm Aktiv;Max Temp 2 Alarm Begin Event;Max Temp 2 Alarm Ende Event;Min Temp 2 Alarm Einstellung;Min Temp 2 Alarm Aktiv;Min Temp 2 Alarm Begin Event;Min Temp 2 Alarm Ende Event;Max Feuchte Alarm Einstellung;Max Feuchte Alarm Aktiv;Max Feuchte Alarm Begin Event;Max Humidity Alarm Ende Event;Min Feuchte Alarm Einstellung;Min Feuchte Alarm Aktiv;Min Feuchte Alarm Begin Event;Min Humidity Alarm Ende Event
26.09.2022 02:02:06;3,6;4,2;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:05:37;3,6;4,1;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:09:10;3,5;3,9;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:12:42;3,5;3,8;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:16:14;3,4;3,8;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:19:41;3,4;4,7;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:23:18;3,5;4,7;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:26:49;3,7;5,3;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:30:20;3,9;5,4;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:33:52;4,1;5,5;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:37:25;4,4;5,7;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:40:57;4,6;5,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:44:29;4,7;5,8;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:48:00;4,9;5,8;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:51:32;5,0;5,8;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:55:05;5,1;5,8;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 02:58:36;5,1;5,8;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:02:09;5,1;5,7;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:05:41;5,1;5,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:09:13;5,1;5,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:12:46;5,0;5,5;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:16:17;4,9;5,3;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:19:49;4,9;5,4;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:23:20;4,9;5,4;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:26:53;4,9;5,4;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:30:25;4,9;5,4;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:33:57;4,9;5,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:37:28;5,0;5,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:41:01;5,0;5,6;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:44:33;5,1;5,7;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:48:04;5,2;5,7;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:51:36;5,2;5,7;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:55:07;5,3;5,8;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 03:58:41;5,4;6,0;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:02:13;5,5;6,3;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:05:45;5,7;6,7;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:09:16;6,0;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:12:48;6,1;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:16:21;6,4;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:19:52;6,4;6,9;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:23:24;6,4;6,9;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 04:26:57;6,4;6,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:34:09;7,1;7,3;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:37:37;7,1;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:48:16;7,2;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:51:44;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:55:16;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 05:58:50;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:02:22;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:05:54;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:09:25;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:12:57;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:16:30;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:20:02;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:23:34;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:27:06;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:30:39;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:34:10;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:37:42;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:41:14;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:44:47;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:48:18;7,4;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:51:50;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:55:23;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 06:58:55;7,3;7,5;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:02:27;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:05:59;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:09:30;7,3;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:13:02;7,2;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:16:34;7,1;7,3;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:20:06;7,1;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:23:37;7,1;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:27:10;7,1;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:30:43;7,1;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:34:14;7,1;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:37:46;7,1;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:41:18;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:44:50;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:48:21;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:51:53;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:55:26;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 07:58:58;7,0;7,0;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:02:30;7,0;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:06:02;7,1;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:09:34;7,1;7,1;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:13:07;7,1;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:16:38;7,2;7,2;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:20:10;7,2;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:23:42;7,3;7,2;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:27:14;7,3;7,3;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:30:46;7,4;7,4;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:34:19;7,5;7,4;99;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:37:51;7,6;7,4;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:41:23;7,6;7,5;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:44:55;7,8;7,6;98;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:48:27;7,9;7,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:51:58;8,0;7,6;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:55:30;8,2;7,8;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 08:59:03;8,3;7,8;97;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:02:34;8,5;8,0;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:06:08;8,5;7,9;96;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:09:40;8,5;7,9;95;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:13:12;8,4;7,8;95;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:16:45;8,4;7,9;95;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:20:18;8,4;7,9;95;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2022 09:23:50;8,4;8,0;95;;;;;;;;;;;;;;;;;;;;;;;;
